,greatersydney,rings,lga,dwellingtype,sales_price_median,sales_price_mean,sales_no,date
23014,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,985.0,1028.0,412.0,2020-03-31
23015,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,565.0,561.0,382.0,2020-03-31
23017,Greater Sydney,Middle Ring,Cumberland,Non Strata,893.0,919.0,266.0,2020-03-31
23018,Greater Sydney,Middle Ring,Cumberland,Strata,570.0,557.0,274.0,2020-03-31
23020,Greater Sydney,Middle Ring,Georges River,Non Strata,1350.0,1419.0,174.0,2020-03-31
23021,Greater Sydney,Middle Ring,Georges River,Strata,680.0,692.0,237.0,2020-03-31
23023,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3540.0,3719.0,20.0,2020-03-31
23024,Greater Sydney,Middle Ring,Hunters Hill,Strata,853.0,877.0,20.0,2020-03-31
23026,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2300.0,2515.0,235.0,2020-03-31
23027,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,934.0,1042.0,166.0,2020-03-31
23029,Greater Sydney,Middle Ring,Parramatta,Non Strata,1250.0,1307.0,260.0,2020-03-31
23030,Greater Sydney,Middle Ring,Parramatta,Strata,650.0,668.0,504.0,2020-03-31
23032,Greater Sydney,Middle Ring,Ryde,Non Strata,1718.0,1826.0,117.0,2020-03-31
23033,Greater Sydney,Middle Ring,Ryde,Strata,745.0,783.0,338.0,2020-03-31
23035,Greater Sydney,Middle Ring,Strathfield,Non Strata,2078.0,2083.0,37.0,2020-03-31
23036,Greater Sydney,Middle Ring,Strathfield,Strata,650.0,647.0,125.0,2020-03-31
23038,Greater Sydney,Middle Ring,Willoughby,Non Strata,2600.0,2724.0,90.0,2020-03-31
23039,Greater Sydney,Middle Ring,Willoughby,Strata,1060.0,1193.0,107.0,2020-03-31
23044,Greater Sydney,Outer Ring,Blacktown,Non Strata,761.0,775.0,733.0,2020-03-31
23045,Greater Sydney,Outer Ring,Blacktown,Strata,570.0,566.0,206.0,2020-03-31
23047,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,665.0,696.0,277.0,2020-03-31
23048,Greater Sydney,Outer Ring,Blue Mountains,Strata,475.0,525.0,20.0,2020-03-31
23050,Greater Sydney,Outer Ring,Camden,Non Strata,735.0,764.0,300.0,2020-03-31
23051,Greater Sydney,Outer Ring,Camden,Strata,608.0,590.0,20.0,2020-03-31
23053,Greater Sydney,Outer Ring,Campbelltown,Non Strata,628.0,634.0,335.0,2020-03-31
23054,Greater Sydney,Outer Ring,Campbelltown,Strata,441.0,435.0,86.0,2020-03-31
23056,Greater Sydney,Outer Ring,Central Coast,Non Strata,663.0,709.0,1006.0,2020-03-31
23057,Greater Sydney,Outer Ring,Central Coast,Strata,500.0,543.0,287.0,2020-03-31
23059,Greater Sydney,Outer Ring,Fairfield,Non Strata,770.0,776.0,218.0,2020-03-31
23060,Greater Sydney,Outer Ring,Fairfield,Strata,405.0,417.0,65.0,2020-03-31
23062,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,718.0,830.0,155.0,2020-03-31
23063,Greater Sydney,Outer Ring,Hawkesbury,Strata,515.0,821.0,41.0,2020-03-31
23065,Greater Sydney,Outer Ring,Hornsby,Non Strata,1400.0,1425.0,235.0,2020-03-31
23066,Greater Sydney,Outer Ring,Hornsby,Strata,673.0,691.0,178.0,2020-03-31
23068,Greater Sydney,Outer Ring,Liverpool,Non Strata,780.0,778.0,298.0,2020-03-31
23069,Greater Sydney,Outer Ring,Liverpool,Strata,485.0,485.0,133.0,2020-03-31
23071,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,1925.0,2074.0,465.0,2020-03-31
23072,Greater Sydney,Outer Ring,Northern Beaches,Strata,958.0,1090.0,439.0,2020-03-31
23074,Greater Sydney,Outer Ring,Penrith,Non Strata,705.0,725.0,422.0,2020-03-31
23075,Greater Sydney,Outer Ring,Penrith,Strata,490.0,485.0,237.0,2020-03-31
23077,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1300.0,1373.0,391.0,2020-03-31
23078,Greater Sydney,Outer Ring,Sutherland Shire,Strata,745.0,814.0,423.0,2020-03-31
23080,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1300.0,1363.0,391.0,2020-03-31
23081,Greater Sydney,Outer Ring,The Hills Shire,Strata,795.0,807.0,137.0,2020-03-31
23083,Greater Sydney,Outer Ring,Wollondilly,Non Strata,780.0,868.0,126.0,2020-03-31
23084,Greater Sydney,Outer Ring,Wollondilly,Strata,515.0,,5.0,2020-03-31
25729,Greater Sydney,Inner Ring,Inner West,Non Strata,1565.0,1626.0,319.0,2020-06-30
25730,Greater Sydney,Inner Ring,Inner West,Strata,772.0,837.0,216.0,2020-06-30
25732,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2375.0,2870.0,47.0,2020-06-30
25733,Greater Sydney,Inner Ring,Lane Cove,Strata,785.0,827.0,70.0,2020-06-30
25735,Greater Sydney,Inner Ring,Mosman,Non Strata,3730.0,4167.0,41.0,2020-06-30
25736,Greater Sydney,Inner Ring,Mosman,Strata,950.0,1070.0,65.0,2020-06-30
25738,Greater Sydney,Inner Ring,North Sydney,Non Strata,2350.0,2415.0,49.0,2020-06-30
25739,Greater Sydney,Inner Ring,North Sydney,Strata,1100.0,1205.0,234.0,2020-06-30
25741,Greater Sydney,Inner Ring,Randwick,Non Strata,2170.0,2343.0,135.0,2020-06-30
25742,Greater Sydney,Inner Ring,Randwick,Strata,975.0,1144.0,203.0,2020-06-30
25744,Greater Sydney,Inner Ring,Sydney,Non Strata,1650.0,1828.0,151.0,2020-06-30
25745,Greater Sydney,Inner Ring,Sydney,Strata,885.0,1017.0,558.0,2020-06-30
25747,Greater Sydney,Inner Ring,Waverley,Non Strata,2901.0,3049.0,89.0,2020-06-30
25748,Greater Sydney,Inner Ring,Waverley,Strata,1140.0,1187.0,178.0,2020-06-30
25750,Greater Sydney,Inner Ring,Woollahra,Non Strata,3360.0,3802.0,100.0,2020-06-30
25751,Greater Sydney,Inner Ring,Woollahra,Strata,1608.0,1816.0,130.0,2020-06-30
25756,Greater Sydney,Middle Ring,Bayside,Non Strata,1301.0,1374.0,128.0,2020-06-30
25757,Greater Sydney,Middle Ring,Bayside,Strata,679.0,714.0,290.0,2020-06-30
25759,Greater Sydney,Middle Ring,Burwood,Non Strata,1845.0,1768.0,20.0,2020-06-30
25760,Greater Sydney,Middle Ring,Burwood,Strata,690.0,703.0,31.0,2020-06-30
25762,Greater Sydney,Middle Ring,Canada Bay,Non Strata,1866.0,2042.0,88.0,2020-06-30
25763,Greater Sydney,Middle Ring,Canada Bay,Strata,900.0,991.0,154.0,2020-06-30
25765,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,943.0,1001.0,428.0,2020-06-30
25766,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,564.0,567.0,227.0,2020-06-30
25768,Greater Sydney,Middle Ring,Cumberland,Non Strata,860.0,876.0,226.0,2020-06-30
25769,Greater Sydney,Middle Ring,Cumberland,Strata,530.0,540.0,153.0,2020-06-30
25771,Greater Sydney,Middle Ring,Georges River,Non Strata,1285.0,1402.0,163.0,2020-06-30
25772,Greater Sydney,Middle Ring,Georges River,Strata,693.0,713.0,162.0,2020-06-30
25774,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,2425.0,2809.0,20.0,2020-06-30
25775,Greater Sydney,Middle Ring,Hunters Hill,Strata,880.0,991.0,20.0,2020-06-30
25777,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2203.0,2385.0,222.0,2020-06-30
25778,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,900.0,953.0,109.0,2020-06-30
25780,Greater Sydney,Middle Ring,Parramatta,Non Strata,1205.0,1248.0,231.0,2020-06-30
25781,Greater Sydney,Middle Ring,Parramatta,Strata,630.0,666.0,325.0,2020-06-30
25783,Greater Sydney,Middle Ring,Ryde,Non Strata,1670.0,1743.0,109.0,2020-06-30
25784,Greater Sydney,Middle Ring,Ryde,Strata,730.0,754.0,212.0,2020-06-30
25786,Greater Sydney,Middle Ring,Strathfield,Non Strata,2305.0,2353.0,20.0,2020-06-30
25787,Greater Sydney,Middle Ring,Strathfield,Strata,630.0,636.0,71.0,2020-06-30
25789,Greater Sydney,Middle Ring,Willoughby,Non Strata,2515.0,2693.0,89.0,2020-06-30
25790,Greater Sydney,Middle Ring,Willoughby,Strata,952.0,1023.0,80.0,2020-06-30
25795,Greater Sydney,Outer Ring,Blacktown,Non Strata,755.0,774.0,682.0,2020-06-30
25796,Greater Sydney,Outer Ring,Blacktown,Strata,540.0,538.0,113.0,2020-06-30
25798,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,670.0,715.0,251.0,2020-06-30
25799,Greater Sydney,Outer Ring,Blue Mountains,Strata,565.0,545.0,20.0,2020-06-30
25801,Greater Sydney,Outer Ring,Camden,Non Strata,730.0,775.0,261.0,2020-06-30
25802,Greater Sydney,Outer Ring,Camden,Strata,465.0,495.0,20.0,2020-06-30
25804,Greater Sydney,Outer Ring,Campbelltown,Non Strata,640.0,637.0,301.0,2020-06-30
25805,Greater Sydney,Outer Ring,Campbelltown,Strata,430.0,432.0,82.0,2020-06-30
25807,Greater Sydney,Outer Ring,Central Coast,Non Strata,665.0,728.0,967.0,2020-06-30
25808,Greater Sydney,Outer Ring,Central Coast,Strata,490.0,517.0,225.0,2020-06-30
25810,Greater Sydney,Outer Ring,Fairfield,Non Strata,770.0,794.0,215.0,2020-06-30
25811,Greater Sydney,Outer Ring,Fairfield,Strata,420.0,445.0,72.0,2020-06-30
25813,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,720.0,860.0,177.0,2020-06-30
25814,Greater Sydney,Outer Ring,Hawkesbury,Strata,485.0,479.0,20.0,2020-06-30
25816,Greater Sydney,Outer Ring,Hornsby,Non Strata,1305.0,1361.0,251.0,2020-06-30
25817,Greater Sydney,Outer Ring,Hornsby,Strata,665.0,721.0,108.0,2020-06-30
25819,Greater Sydney,Outer Ring,Liverpool,Non Strata,766.0,776.0,286.0,2020-06-30
25820,Greater Sydney,Outer Ring,Liverpool,Strata,510.0,496.0,108.0,2020-06-30
25822,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,1850.0,2059.0,461.0,2020-06-30
25823,Greater Sydney,Outer Ring,Northern Beaches,Strata,915.0,1023.0,367.0,2020-06-30
25825,Greater Sydney,Outer Ring,Penrith,Non Strata,685.0,703.0,408.0,2020-06-30
25826,Greater Sydney,Outer Ring,Penrith,Strata,473.0,560.0,120.0,2020-06-30
25828,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1200.0,1292.0,374.0,2020-06-30
25829,Greater Sydney,Outer Ring,Sutherland Shire,Strata,733.0,841.0,281.0,2020-06-30
25831,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1320.0,1385.0,357.0,2020-06-30
25832,Greater Sydney,Outer Ring,The Hills Shire,Strata,784.0,790.0,72.0,2020-06-30
25834,Greater Sydney,Outer Ring,Wollondilly,Non Strata,745.0,823.0,141.0,2020-06-30
25835,Greater Sydney,Outer Ring,Wollondilly,Strata,510.0,,5.0,2020-06-30
28484,Greater Sydney,Inner Ring,Inner West,Non Strata,1550.0,1691.0,453.0,2020-09-30
28485,Greater Sydney,Inner Ring,Inner West,Strata,742.0,796.0,350.0,2020-09-30
28487,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2590.0,2718.0,47.0,2020-09-30
28488,Greater Sydney,Inner Ring,Lane Cove,Strata,745.0,783.0,115.0,2020-09-30
28490,Greater Sydney,Inner Ring,Mosman,Non Strata,4340.0,4854.0,48.0,2020-09-30
28491,Greater Sydney,Inner Ring,Mosman,Strata,1023.0,1252.0,110.0,2020-09-30
28493,Greater Sydney,Inner Ring,North Sydney,Non Strata,2838.0,3268.0,51.0,2020-09-30
28494,Greater Sydney,Inner Ring,North Sydney,Strata,1075.0,1180.0,294.0,2020-09-30
28496,Greater Sydney,Inner Ring,Randwick,Non Strata,2213.0,2400.0,176.0,2020-09-30
28497,Greater Sydney,Inner Ring,Randwick,Strata,995.0,1139.0,298.0,2020-09-30
28499,Greater Sydney,Inner Ring,Sydney,Non Strata,1625.0,1749.0,190.0,2020-09-30
28500,Greater Sydney,Inner Ring,Sydney,Strata,900.0,1120.0,825.0,2020-09-30
28502,Greater Sydney,Inner Ring,Waverley,Non Strata,3050.0,3300.0,122.0,2020-09-30
28503,Greater Sydney,Inner Ring,Waverley,Strata,1120.0,1256.0,239.0,2020-09-30
28505,Greater Sydney,Inner Ring,Woollahra,Non Strata,3825.0,4532.0,128.0,2020-09-30
28506,Greater Sydney,Inner Ring,Woollahra,Strata,1363.0,1606.0,168.0,2020-09-30
28511,Greater Sydney,Middle Ring,Bayside,Non Strata,1373.0,1401.0,180.0,2020-09-30
28512,Greater Sydney,Middle Ring,Bayside,Strata,730.0,738.0,499.0,2020-09-30
28514,Greater Sydney,Middle Ring,Burwood,Non Strata,1610.0,1758.0,20.0,2020-09-30
28515,Greater Sydney,Middle Ring,Burwood,Strata,820.0,821.0,64.0,2020-09-30
28517,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2075.0,2177.0,98.0,2020-09-30
28518,Greater Sydney,Middle Ring,Canada Bay,Strata,930.0,1003.0,233.0,2020-09-30
28520,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,977.0,1022.0,630.0,2020-09-30
28521,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,560.0,575.0,421.0,2020-09-30
28523,Greater Sydney,Middle Ring,Cumberland,Non Strata,870.0,923.0,300.0,2020-09-30
28524,Greater Sydney,Middle Ring,Cumberland,Strata,530.0,540.0,250.0,2020-09-30
28526,Greater Sydney,Middle Ring,Georges River,Non Strata,1306.0,1393.0,205.0,2020-09-30
28527,Greater Sydney,Middle Ring,Georges River,Strata,680.0,693.0,226.0,2020-09-30
28529,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3100.0,3810.0,41.0,2020-09-30
28530,Greater Sydney,Middle Ring,Hunters Hill,Strata,1125.0,1158.0,20.0,2020-09-30
28532,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2370.0,2467.0,338.0,2020-09-30
28533,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,922.0,1053.0,159.0,2020-09-30
28535,Greater Sydney,Middle Ring,Parramatta,Non Strata,1250.0,1283.0,340.0,2020-09-30
28536,Greater Sydney,Middle Ring,Parramatta,Strata,650.0,660.0,590.0,2020-09-30
28538,Greater Sydney,Middle Ring,Ryde,Non Strata,1681.0,1733.0,164.0,2020-09-30
28539,Greater Sydney,Middle Ring,Ryde,Strata,773.0,803.0,344.0,2020-09-30
28541,Greater Sydney,Middle Ring,Strathfield,Non Strata,2194.0,2431.0,36.0,2020-09-30
28542,Greater Sydney,Middle Ring,Strathfield,Strata,660.0,663.0,112.0,2020-09-30
28544,Greater Sydney,Middle Ring,Willoughby,Non Strata,2522.0,2672.0,116.0,2020-09-30
28545,Greater Sydney,Middle Ring,Willoughby,Strata,975.0,1036.0,127.0,2020-09-30
28550,Greater Sydney,Outer Ring,Blacktown,Non Strata,775.0,787.0,991.0,2020-09-30
28551,Greater Sydney,Outer Ring,Blacktown,Strata,540.0,536.0,231.0,2020-09-30
28553,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,695.0,723.0,383.0,2020-09-30
28554,Greater Sydney,Outer Ring,Blue Mountains,Strata,550.0,552.0,20.0,2020-09-30
28556,Greater Sydney,Outer Ring,Camden,Non Strata,740.0,782.0,451.0,2020-09-30
28557,Greater Sydney,Outer Ring,Camden,Strata,600.0,575.0,20.0,2020-09-30
28559,Greater Sydney,Outer Ring,Campbelltown,Non Strata,640.0,637.0,421.0,2020-09-30
28560,Greater Sydney,Outer Ring,Campbelltown,Strata,453.0,454.0,111.0,2020-09-30
28562,Greater Sydney,Outer Ring,Central Coast,Non Strata,700.0,785.0,1478.0,2020-09-30
28563,Greater Sydney,Outer Ring,Central Coast,Strata,530.0,566.0,386.0,2020-09-30
28565,Greater Sydney,Outer Ring,Fairfield,Non Strata,801.0,837.0,302.0,2020-09-30
28566,Greater Sydney,Outer Ring,Fairfield,Strata,445.0,451.0,84.0,2020-09-30
28568,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,818.0,979.0,242.0,2020-09-30
28569,Greater Sydney,Outer Ring,Hawkesbury,Strata,493.0,476.0,42.0,2020-09-30
28571,Greater Sydney,Outer Ring,Hornsby,Non Strata,1329.0,1376.0,314.0,2020-09-30
28572,Greater Sydney,Outer Ring,Hornsby,Strata,697.0,754.0,178.0,2020-09-30
28574,Greater Sydney,Outer Ring,Liverpool,Non Strata,769.0,794.0,452.0,2020-09-30
28575,Greater Sydney,Outer Ring,Liverpool,Strata,500.0,491.0,166.0,2020-09-30
28577,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,1915.0,2192.0,635.0,2020-09-30
28578,Greater Sydney,Outer Ring,Northern Beaches,Strata,950.0,1084.0,530.0,2020-09-30
28580,Greater Sydney,Outer Ring,Penrith,Non Strata,705.0,762.0,579.0,2020-09-30
28581,Greater Sydney,Outer Ring,Penrith,Strata,500.0,502.0,243.0,2020-09-30
28583,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1242.0,1323.0,524.0,2020-09-30
28584,Greater Sydney,Outer Ring,Sutherland Shire,Strata,740.0,781.0,435.0,2020-09-30
28586,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1300.0,1358.0,553.0,2020-09-30
28587,Greater Sydney,Outer Ring,The Hills Shire,Strata,795.0,818.0,156.0,2020-09-30
28589,Greater Sydney,Outer Ring,Wollondilly,Non Strata,743.0,851.0,216.0,2020-09-30
28590,Greater Sydney,Outer Ring,Wollondilly,Strata,540.0,,5.0,2020-09-30
31293,Greater Sydney,Inner Ring,Inner West,Non Strata,1678.0,1770.0,530.0,2020-12-31
31294,Greater Sydney,Inner Ring,Inner West,Strata,810.0,899.0,404.0,2020-12-31
31296,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2470.0,2646.0,74.0,2020-12-31
31297,Greater Sydney,Inner Ring,Lane Cove,Strata,772.0,839.0,149.0,2020-12-31
31299,Greater Sydney,Inner Ring,Mosman,Non Strata,4368.0,4768.0,72.0,2020-12-31
31300,Greater Sydney,Inner Ring,Mosman,Strata,1085.0,1357.0,85.0,2020-12-31
31302,Greater Sydney,Inner Ring,North Sydney,Non Strata,2950.0,3437.0,69.0,2020-12-31
31303,Greater Sydney,Inner Ring,North Sydney,Strata,1160.0,1273.0,395.0,2020-12-31
31305,Greater Sydney,Inner Ring,Randwick,Non Strata,2300.0,2441.0,211.0,2020-12-31
31306,Greater Sydney,Inner Ring,Randwick,Strata,950.0,1090.0,361.0,2020-12-31
31308,Greater Sydney,Inner Ring,Sydney,Non Strata,1790.0,2107.0,244.0,2020-12-31
31309,Greater Sydney,Inner Ring,Sydney,Strata,890.0,1026.0,1008.0,2020-12-31
31311,Greater Sydney,Inner Ring,Waverley,Non Strata,3351.0,3509.0,121.0,2020-12-31
31312,Greater Sydney,Inner Ring,Waverley,Strata,1221.0,1349.0,270.0,2020-12-31
31314,Greater Sydney,Inner Ring,Woollahra,Non Strata,3874.0,4570.0,131.0,2020-12-31
31315,Greater Sydney,Inner Ring,Woollahra,Strata,1528.0,1932.0,216.0,2020-12-31
31320,Greater Sydney,Middle Ring,Bayside,Non Strata,1375.0,1410.0,265.0,2020-12-31
31321,Greater Sydney,Middle Ring,Bayside,Strata,775.0,763.0,711.0,2020-12-31
31323,Greater Sydney,Middle Ring,Burwood,Non Strata,1720.0,1780.0,60.0,2020-12-31
31324,Greater Sydney,Middle Ring,Burwood,Strata,715.0,749.0,78.0,2020-12-31
31326,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2150.0,2145.0,146.0,2020-12-31
31327,Greater Sydney,Middle Ring,Canada Bay,Strata,885.0,1004.0,264.0,2020-12-31
31329,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1000.0,1063.0,678.0,2020-12-31
31330,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,585.0,690.0,502.0,2020-12-31
31332,Greater Sydney,Middle Ring,Cumberland,Non Strata,910.0,958.0,387.0,2020-12-31
31333,Greater Sydney,Middle Ring,Cumberland,Strata,565.0,555.0,366.0,2020-12-31
31335,Greater Sydney,Middle Ring,Georges River,Non Strata,1390.0,1474.0,289.0,2020-12-31
31336,Greater Sydney,Middle Ring,Georges River,Strata,665.0,722.0,301.0,2020-12-31
31338,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,2978.0,3416.0,42.0,2020-12-31
31339,Greater Sydney,Middle Ring,Hunters Hill,Strata,1263.0,1369.0,20.0,2020-12-31
31341,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2500.0,2648.0,396.0,2020-12-31
31342,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,950.0,1049.0,197.0,2020-12-31
31344,Greater Sydney,Middle Ring,Parramatta,Non Strata,1290.0,1345.0,444.0,2020-12-31
31345,Greater Sydney,Middle Ring,Parramatta,Strata,675.0,675.0,769.0,2020-12-31
31347,Greater Sydney,Middle Ring,Ryde,Non Strata,1750.0,1854.0,232.0,2020-12-31
31348,Greater Sydney,Middle Ring,Ryde,Strata,760.0,791.0,396.0,2020-12-31
31350,Greater Sydney,Middle Ring,Strathfield,Non Strata,2620.0,2606.0,59.0,2020-12-31
31351,Greater Sydney,Middle Ring,Strathfield,Strata,656.0,949.0,194.0,2020-12-31
31353,Greater Sydney,Middle Ring,Willoughby,Non Strata,2639.0,2738.0,163.0,2020-12-31
31354,Greater Sydney,Middle Ring,Willoughby,Strata,951.0,1025.0,134.0,2020-12-31
31359,Greater Sydney,Outer Ring,Blacktown,Non Strata,795.0,809.0,1168.0,2020-12-31
31360,Greater Sydney,Outer Ring,Blacktown,Strata,545.0,537.0,338.0,2020-12-31
31362,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,720.0,753.0,439.0,2020-12-31
31363,Greater Sydney,Outer Ring,Blue Mountains,Strata,515.0,516.0,20.0,2020-12-31
31365,Greater Sydney,Outer Ring,Camden,Non Strata,785.0,818.0,524.0,2020-12-31
31366,Greater Sydney,Outer Ring,Camden,Strata,613.0,609.0,34.0,2020-12-31
31368,Greater Sydney,Outer Ring,Campbelltown,Non Strata,650.0,658.0,497.0,2020-12-31
31369,Greater Sydney,Outer Ring,Campbelltown,Strata,440.0,449.0,99.0,2020-12-31
31371,Greater Sydney,Outer Ring,Central Coast,Non Strata,730.0,823.0,1683.0,2020-12-31
31372,Greater Sydney,Outer Ring,Central Coast,Strata,565.0,604.0,469.0,2020-12-31
31374,Greater Sydney,Outer Ring,Fairfield,Non Strata,815.0,851.0,387.0,2020-12-31
31375,Greater Sydney,Outer Ring,Fairfield,Strata,436.0,683.0,131.0,2020-12-31
31377,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,820.0,1003.0,267.0,2020-12-31
31378,Greater Sydney,Outer Ring,Hawkesbury,Strata,505.0,480.0,40.0,2020-12-31
31380,Greater Sydney,Outer Ring,Hornsby,Non Strata,1450.0,1481.0,403.0,2020-12-31
31381,Greater Sydney,Outer Ring,Hornsby,Strata,695.0,750.0,185.0,2020-12-31
31383,Greater Sydney,Outer Ring,Liverpool,Non Strata,795.0,824.0,515.0,2020-12-31
31384,Greater Sydney,Outer Ring,Liverpool,Strata,500.0,500.0,205.0,2020-12-31
31386,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2084.0,2337.0,732.0,2020-12-31
31387,Greater Sydney,Outer Ring,Northern Beaches,Strata,970.0,1124.0,618.0,2020-12-31
31389,Greater Sydney,Outer Ring,Penrith,Non Strata,726.0,769.0,604.0,2020-12-31
31390,Greater Sydney,Outer Ring,Penrith,Strata,518.0,509.0,298.0,2020-12-31
31392,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1324.0,1422.0,628.0,2020-12-31
31393,Greater Sydney,Outer Ring,Sutherland Shire,Strata,770.0,824.0,563.0,2020-12-31
31395,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1326.0,1369.0,702.0,2020-12-31
31396,Greater Sydney,Outer Ring,The Hills Shire,Strata,830.0,832.0,213.0,2020-12-31
31398,Greater Sydney,Outer Ring,Wollondilly,Non Strata,767.0,838.0,224.0,2020-12-31
31399,Greater Sydney,Outer Ring,Wollondilly,Strata,545.0,,5.0,2020-12-31
34122,Greater Sydney,Inner Ring,Inner West,Non Strata,1798.0,1884.0,410.0,2021-03-31
34123,Greater Sydney,Inner Ring,Inner West,Strata,770.0,848.0,375.0,2021-03-31
34125,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2950.0,3089.0,55.0,2021-03-31
34126,Greater Sydney,Inner Ring,Lane Cove,Strata,773.0,861.0,144.0,2021-03-31
34128,Greater Sydney,Inner Ring,Mosman,Non Strata,4750.0,5059.0,60.0,2021-03-31
34129,Greater Sydney,Inner Ring,Mosman,Strata,1120.0,1378.0,85.0,2021-03-31
34131,Greater Sydney,Inner Ring,North Sydney,Non Strata,3300.0,3451.0,71.0,2021-03-31
34132,Greater Sydney,Inner Ring,North Sydney,Strata,1180.0,1269.0,323.0,2021-03-31
34134,Greater Sydney,Inner Ring,Randwick,Non Strata,2700.0,2903.0,193.0,2021-03-31
34135,Greater Sydney,Inner Ring,Randwick,Strata,989.0,1100.0,354.0,2021-03-31
34137,Greater Sydney,Inner Ring,Sydney,Non Strata,1750.0,1936.0,222.0,2021-03-31
34138,Greater Sydney,Inner Ring,Sydney,Strata,918.0,1090.0,1078.0,2021-03-31
34140,Greater Sydney,Inner Ring,Waverley,Non Strata,3560.0,4035.0,103.0,2021-03-31
34141,Greater Sydney,Inner Ring,Waverley,Strata,1365.0,1697.0,268.0,2021-03-31
34143,Greater Sydney,Inner Ring,Woollahra,Non Strata,4287.0,4594.0,107.0,2021-03-31
34144,Greater Sydney,Inner Ring,Woollahra,Strata,1640.0,2067.0,199.0,2021-03-31
34149,Greater Sydney,Middle Ring,Bayside,Non Strata,1505.0,1537.0,177.0,2021-03-31
34150,Greater Sydney,Middle Ring,Bayside,Strata,745.0,765.0,676.0,2021-03-31
34152,Greater Sydney,Middle Ring,Burwood,Non Strata,1860.0,2012.0,49.0,2021-03-31
34153,Greater Sydney,Middle Ring,Burwood,Strata,769.0,783.0,84.0,2021-03-31
34155,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2430.0,2429.0,126.0,2021-03-31
34156,Greater Sydney,Middle Ring,Canada Bay,Strata,1013.0,1091.0,297.0,2021-03-31
34158,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1100.0,1157.0,665.0,2021-03-31
34159,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,573.0,584.0,558.0,2021-03-31
34161,Greater Sydney,Middle Ring,Cumberland,Non Strata,940.0,1000.0,339.0,2021-03-31
34162,Greater Sydney,Middle Ring,Cumberland,Strata,550.0,547.0,378.0,2021-03-31
34164,Greater Sydney,Middle Ring,Georges River,Non Strata,1495.0,1579.0,251.0,2021-03-31
34165,Greater Sydney,Middle Ring,Georges River,Strata,710.0,2285.0,335.0,2021-03-31
34167,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,2855.0,3735.0,20.0,2021-03-31
34168,Greater Sydney,Middle Ring,Hunters Hill,Strata,1100.0,1185.0,20.0,2021-03-31
34170,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2783.0,3011.0,312.0,2021-03-31
34171,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,990.0,1127.0,186.0,2021-03-31
