,lga,sales_price_median,sales_price_mean,sales_no,date,greatersydney_y,rings_y,dwellingtype_y,wrent_median,new_bonds_no,total_bonds_held,dwellingtype_g
1431,Strathfield,660.0,663.0,112.0,2020-09-30,Greater Sydney,Middle Ring,Townhouse,640.0,20.0,215.0,Strata
1432,Strathfield,660.0,663.0,112.0,2020-09-30,Greater Sydney,Middle Ring,Flat/Unit,470.0,741.0,4481.0,Strata
1433,Willoughby,2522.0,2672.0,116.0,2020-09-30,Greater Sydney,Middle Ring,House,905.0,226.0,1734.0,Non Strata
1434,Willoughby,975.0,1036.0,127.0,2020-09-30,Greater Sydney,Middle Ring,Other,550.0,20.0,451.0,Strata
1435,Willoughby,975.0,1036.0,127.0,2020-09-30,Greater Sydney,Middle Ring,Townhouse,743.0,40.0,437.0,Strata
1436,Willoughby,975.0,1036.0,127.0,2020-09-30,Greater Sydney,Middle Ring,Flat/Unit,527.0,973.0,6436.0,Strata
1437,Blacktown,775.0,787.0,991.0,2020-09-30,Greater Sydney,Outer Ring,House,450.0,1996.0,20463.0,Non Strata
1438,Blacktown,540.0,536.0,231.0,2020-09-30,Greater Sydney,Outer Ring,Other,360.0,235.0,3483.0,Strata
1439,Blacktown,540.0,536.0,231.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,293.0,3158.0,Strata
1440,Blacktown,540.0,536.0,231.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,380.0,721.0,5100.0,Strata
1441,Blue Mountains,695.0,723.0,383.0,2020-09-30,Greater Sydney,Outer Ring,House,470.0,308.0,3644.0,Non Strata
1442,Blue Mountains,550.0,552.0,20.0,2020-09-30,Greater Sydney,Outer Ring,Other,375.0,5.0,244.0,Strata
1443,Blue Mountains,550.0,552.0,20.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,410.0,20.0,283.0,Strata
1444,Blue Mountains,550.0,552.0,20.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,71.0,722.0,Strata
1445,Camden,740.0,782.0,451.0,2020-09-30,Greater Sydney,Outer Ring,House,520.0,603.0,6254.0,Non Strata
1446,Camden,600.0,575.0,20.0,2020-09-30,Greater Sydney,Outer Ring,Other,380.0,20.0,475.0,Strata
1447,Camden,600.0,575.0,20.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,445.0,36.0,321.0,Strata
1448,Camden,600.0,575.0,20.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,65.0,429.0,Strata
1449,Campbelltown,640.0,637.0,421.0,2020-09-30,Greater Sydney,Outer Ring,House,430.0,794.0,8570.0,Non Strata
1450,Campbelltown,453.0,454.0,111.0,2020-09-30,Greater Sydney,Outer Ring,Other,350.0,117.0,1812.0,Strata
1451,Campbelltown,453.0,454.0,111.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,380.0,148.0,1725.0,Strata
1452,Campbelltown,453.0,454.0,111.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,370.0,269.0,2126.0,Strata
1453,Central Coast,700.0,785.0,1478.0,2020-09-30,Greater Sydney,Outer Ring,House,440.0,1654.0,18913.0,Non Strata
1454,Central Coast,530.0,566.0,386.0,2020-09-30,Greater Sydney,Outer Ring,Other,320.0,103.0,2648.0,Strata
1455,Central Coast,530.0,566.0,386.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,261.0,3029.0,Strata
1456,Central Coast,530.0,566.0,386.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,375.0,827.0,7400.0,Strata
1457,Fairfield,801.0,837.0,302.0,2020-09-30,Greater Sydney,Outer Ring,House,463.0,534.0,7201.0,Non Strata
1458,Fairfield,445.0,451.0,84.0,2020-09-30,Greater Sydney,Outer Ring,Other,370.0,227.0,2841.0,Strata
1459,Fairfield,445.0,451.0,84.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,430.0,103.0,1710.0,Strata
1460,Fairfield,445.0,451.0,84.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,320.0,431.0,4685.0,Strata
1461,Hawkesbury,818.0,979.0,242.0,2020-09-30,Greater Sydney,Outer Ring,House,470.0,289.0,2860.0,Non Strata
1462,Hawkesbury,493.0,476.0,42.0,2020-09-30,Greater Sydney,Outer Ring,Other,410.0,20.0,419.0,Strata
1463,Hawkesbury,493.0,476.0,42.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,425.0,38.0,564.0,Strata
1464,Hawkesbury,493.0,476.0,42.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,300.0,59.0,679.0,Strata
1465,Hornsby,1329.0,1376.0,314.0,2020-09-30,Greater Sydney,Outer Ring,House,640.0,351.0,3751.0,Non Strata
1466,Hornsby,697.0,754.0,178.0,2020-09-30,Greater Sydney,Outer Ring,Other,430.0,35.0,935.0,Strata
1467,Hornsby,697.0,754.0,178.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,578.0,70.0,791.0,Strata
1468,Hornsby,697.0,754.0,178.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,450.0,605.0,5037.0,Strata
1469,Liverpool,769.0,794.0,452.0,2020-09-30,Greater Sydney,Outer Ring,House,500.0,750.0,8666.0,Non Strata
1470,Liverpool,500.0,491.0,166.0,2020-09-30,Greater Sydney,Outer Ring,Other,350.0,201.0,2234.0,Strata
1471,Liverpool,500.0,491.0,166.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,460.0,115.0,1568.0,Strata
1472,Liverpool,500.0,491.0,166.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,370.0,706.0,6467.0,Strata
1473,Northern Beaches,1915.0,2192.0,635.0,2020-09-30,Greater Sydney,Outer Ring,House,980.0,533.0,5574.0,Non Strata
1474,Northern Beaches,950.0,1084.0,530.0,2020-09-30,Greater Sydney,Outer Ring,Other,555.0,50.0,1504.0,Strata
1475,Northern Beaches,950.0,1084.0,530.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,788.0,136.0,1296.0,Strata
1476,Northern Beaches,950.0,1084.0,530.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,600.0,1749.0,16069.0,Strata
1477,Penrith,705.0,762.0,579.0,2020-09-30,Greater Sydney,Outer Ring,House,440.0,1041.0,11872.0,Non Strata
1478,Penrith,500.0,502.0,243.0,2020-09-30,Greater Sydney,Outer Ring,Other,350.0,142.0,2162.0,Strata
1479,Penrith,500.0,502.0,243.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,410.0,269.0,2826.0,Strata
1480,Penrith,500.0,502.0,243.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,616.0,4763.0,Strata
1481,Sutherland Shire,1242.0,1323.0,524.0,2020-09-30,Greater Sydney,Outer Ring,House,700.0,372.0,4222.0,Non Strata
1482,Sutherland Shire,740.0,781.0,435.0,2020-09-30,Greater Sydney,Outer Ring,Other,465.0,52.0,1074.0,Strata
1483,Sutherland Shire,740.0,781.0,435.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,690.0,202.0,1884.0,Strata
1484,Sutherland Shire,740.0,781.0,435.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,495.0,1065.0,9272.0,Strata
1485,The Hills Shire,1300.0,1358.0,553.0,2020-09-30,Greater Sydney,Outer Ring,House,650.0,652.0,6327.0,Non Strata
1486,The Hills Shire,795.0,818.0,156.0,2020-09-30,Greater Sydney,Outer Ring,Other,440.0,52.0,728.0,Strata
1487,The Hills Shire,795.0,818.0,156.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,550.0,118.0,1211.0,Strata
1488,The Hills Shire,795.0,818.0,156.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,500.0,344.0,2291.0,Strata
1489,Wollondilly,743.0,851.0,216.0,2020-09-30,Greater Sydney,Outer Ring,House,450.0,186.0,1857.0,Non Strata
1490,Wollondilly,540.0,,5.0,2020-09-30,Greater Sydney,Outer Ring,Other,375.0,5.0,214.0,Strata
1491,Wollondilly,540.0,,5.0,2020-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,5.0,81.0,Strata
1492,Wollondilly,540.0,,5.0,2020-09-30,Greater Sydney,Outer Ring,Flat/Unit,308.0,20.0,227.0,Strata
1493,Inner West,1678.0,1770.0,530.0,2020-12-31,Greater Sydney,Inner Ring,House,750.0,821.0,7068.0,Non Strata
1494,Inner West,810.0,899.0,404.0,2020-12-31,Greater Sydney,Inner Ring,Other,360.0,155.0,3472.0,Strata
1495,Inner West,810.0,899.0,404.0,2020-12-31,Greater Sydney,Inner Ring,Townhouse,700.0,198.0,2414.0,Strata
1496,Inner West,810.0,899.0,404.0,2020-12-31,Greater Sydney,Inner Ring,Flat/Unit,440.0,2192.0,18520.0,Strata
1497,Lane Cove,2470.0,2646.0,74.0,2020-12-31,Greater Sydney,Inner Ring,House,980.0,74.0,753.0,Non Strata
1498,Lane Cove,772.0,839.0,149.0,2020-12-31,Greater Sydney,Inner Ring,Other,380.0,5.0,182.0,Strata
1499,Lane Cove,772.0,839.0,149.0,2020-12-31,Greater Sydney,Inner Ring,Townhouse,800.0,20.0,233.0,Strata
1500,Lane Cove,772.0,839.0,149.0,2020-12-31,Greater Sydney,Inner Ring,Flat/Unit,490.0,486.0,4296.0,Strata
1501,Mosman,4368.0,4768.0,72.0,2020-12-31,Greater Sydney,Inner Ring,House,1590.0,57.0,504.0,Non Strata
1502,Mosman,1085.0,1357.0,85.0,2020-12-31,Greater Sydney,Inner Ring,Other,380.0,5.0,223.0,Strata
1503,Mosman,1085.0,1357.0,85.0,2020-12-31,Greater Sydney,Inner Ring,Townhouse,1600.0,20.0,188.0,Strata
1504,Mosman,1085.0,1357.0,85.0,2020-12-31,Greater Sydney,Inner Ring,Flat/Unit,520.0,307.0,3085.0,Strata
1505,North Sydney,2950.0,3437.0,69.0,2020-12-31,Greater Sydney,Inner Ring,House,900.0,116.0,1007.0,Non Strata
1506,North Sydney,1160.0,1273.0,395.0,2020-12-31,Greater Sydney,Inner Ring,Other,350.0,20.0,802.0,Strata
1507,North Sydney,1160.0,1273.0,395.0,2020-12-31,Greater Sydney,Inner Ring,Townhouse,850.0,93.0,906.0,Strata
1508,North Sydney,1160.0,1273.0,395.0,2020-12-31,Greater Sydney,Inner Ring,Flat/Unit,530.0,1797.0,14366.0,Strata
1509,Randwick,2300.0,2441.0,211.0,2020-12-31,Greater Sydney,Inner Ring,House,878.0,282.0,2562.0,Non Strata
1510,Randwick,950.0,1090.0,361.0,2020-12-31,Greater Sydney,Inner Ring,Other,400.0,77.0,1569.0,Strata
1511,Randwick,950.0,1090.0,361.0,2020-12-31,Greater Sydney,Inner Ring,Townhouse,800.0,133.0,1180.0,Strata
1512,Randwick,950.0,1090.0,361.0,2020-12-31,Greater Sydney,Inner Ring,Flat/Unit,520.0,2080.0,16378.0,Strata
1513,Sydney,1790.0,2107.0,244.0,2020-12-31,Greater Sydney,Inner Ring,House,695.0,787.0,4506.0,Non Strata
1514,Sydney,890.0,1026.0,1008.0,2020-12-31,Greater Sydney,Inner Ring,Other,468.0,449.0,6024.0,Strata
1515,Sydney,890.0,1026.0,1008.0,2020-12-31,Greater Sydney,Inner Ring,Townhouse,720.0,279.0,2830.0,Strata
1516,Sydney,890.0,1026.0,1008.0,2020-12-31,Greater Sydney,Inner Ring,Flat/Unit,530.0,8238.0,48176.0,Strata
1517,Waverley,3351.0,3509.0,121.0,2020-12-31,Greater Sydney,Inner Ring,House,1198.0,178.0,1271.0,Non Strata
1518,Waverley,1221.0,1349.0,270.0,2020-12-31,Greater Sydney,Inner Ring,Other,230.0,20.0,1159.0,Strata
1519,Waverley,1221.0,1349.0,270.0,2020-12-31,Greater Sydney,Inner Ring,Townhouse,940.0,71.0,559.0,Strata
1520,Waverley,1221.0,1349.0,270.0,2020-12-31,Greater Sydney,Inner Ring,Flat/Unit,650.0,1516.0,11783.0,Strata
1521,Woollahra,3874.0,4570.0,131.0,2020-12-31,Greater Sydney,Inner Ring,House,1313.0,152.0,1177.0,Non Strata
1522,Woollahra,1528.0,1932.0,216.0,2020-12-31,Greater Sydney,Inner Ring,Other,400.0,20.0,834.0,Strata
1523,Woollahra,1528.0,1932.0,216.0,2020-12-31,Greater Sydney,Inner Ring,Townhouse,900.0,54.0,643.0,Strata
1524,Woollahra,1528.0,1932.0,216.0,2020-12-31,Greater Sydney,Inner Ring,Flat/Unit,600.0,729.0,6190.0,Strata
1525,Bayside,1375.0,1410.0,265.0,2020-12-31,Greater Sydney,Middle Ring,House,620.0,330.0,3559.0,Non Strata
1526,Bayside,775.0,763.0,711.0,2020-12-31,Greater Sydney,Middle Ring,Other,475.0,87.0,1622.0,Strata
1527,Bayside,775.0,763.0,711.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,650.0,74.0,1085.0,Strata
1528,Bayside,775.0,763.0,711.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,500.0,2602.0,18220.0,Strata
1529,Burwood,1720.0,1780.0,60.0,2020-12-31,Greater Sydney,Middle Ring,House,563.0,76.0,674.0,Non Strata
1530,Burwood,715.0,749.0,78.0,2020-12-31,Greater Sydney,Middle Ring,Other,480.0,70.0,696.0,Strata
1531,Burwood,715.0,749.0,78.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,595.0,20.0,206.0,Strata
1532,Burwood,715.0,749.0,78.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,480.0,544.0,3549.0,Strata
1533,Canada Bay,2150.0,2145.0,146.0,2020-12-31,Greater Sydney,Middle Ring,House,735.0,152.0,1856.0,Non Strata
1534,Canada Bay,885.0,1004.0,264.0,2020-12-31,Greater Sydney,Middle Ring,Other,515.0,46.0,725.0,Strata
1535,Canada Bay,885.0,1004.0,264.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,658.0,66.0,744.0,Strata
1536,Canada Bay,885.0,1004.0,264.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,520.0,1022.0,8612.0,Strata
1537,Canterbury-Bankstown,1000.0,1063.0,678.0,2020-12-31,Greater Sydney,Middle Ring,House,550.0,804.0,9712.0,Non Strata
1538,Canterbury-Bankstown,585.0,690.0,502.0,2020-12-31,Greater Sydney,Middle Ring,Other,393.0,292.0,4846.0,Strata
1539,Canterbury-Bankstown,585.0,690.0,502.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,593.0,226.0,3469.0,Strata
1540,Canterbury-Bankstown,585.0,690.0,502.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,380.0,1616.0,16502.0,Strata
1541,Cumberland,910.0,958.0,387.0,2020-12-31,Greater Sydney,Middle Ring,House,490.0,620.0,7290.0,Non Strata
1542,Cumberland,565.0,555.0,366.0,2020-12-31,Greater Sydney,Middle Ring,Other,410.0,252.0,3129.0,Strata
1543,Cumberland,565.0,555.0,366.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,500.0,221.0,2698.0,Strata
1544,Cumberland,565.0,555.0,366.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,400.0,1501.0,12528.0,Strata
1545,Georges River,1390.0,1474.0,289.0,2020-12-31,Greater Sydney,Middle Ring,House,570.0,318.0,3495.0,Non Strata
1546,Georges River,665.0,722.0,301.0,2020-12-31,Greater Sydney,Middle Ring,Other,380.0,80.0,1482.0,Strata
1547,Georges River,665.0,722.0,301.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,580.0,93.0,943.0,Strata
1548,Georges River,665.0,722.0,301.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,430.0,1145.0,9652.0,Strata
1549,Hunters Hill,2978.0,3416.0,42.0,2020-12-31,Greater Sydney,Middle Ring,House,950.0,20.0,265.0,Non Strata
1550,Hunters Hill,1263.0,1369.0,20.0,2020-12-31,Greater Sydney,Middle Ring,Other,450.0,5.0,48.0,Strata
1551,Hunters Hill,1263.0,1369.0,20.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,593.0,5.0,79.0,Strata
1552,Hunters Hill,1263.0,1369.0,20.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,490.0,55.0,533.0,Strata
1553,Ku-Ring-Gai,2500.0,2648.0,396.0,2020-12-31,Greater Sydney,Middle Ring,House,1100.0,289.0,2810.0,Non Strata
1554,Ku-Ring-Gai,950.0,1049.0,197.0,2020-12-31,Greater Sydney,Middle Ring,Other,550.0,20.0,368.0,Strata
1555,Ku-Ring-Gai,950.0,1049.0,197.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,855.0,38.0,274.0,Strata
1556,Ku-Ring-Gai,950.0,1049.0,197.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,530.0,584.0,4684.0,Strata
1557,Parramatta,1290.0,1345.0,444.0,2020-12-31,Greater Sydney,Middle Ring,House,520.0,584.0,6116.0,Non Strata
1558,Parramatta,675.0,675.0,769.0,2020-12-31,Greater Sydney,Middle Ring,Other,395.0,146.0,2552.0,Strata
1559,Parramatta,675.0,675.0,769.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,545.0,238.0,2815.0,Strata
1560,Parramatta,675.0,675.0,769.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,440.0,3355.0,25822.0,Strata
1561,Ryde,1750.0,1854.0,232.0,2020-12-31,Greater Sydney,Middle Ring,House,650.0,270.0,2827.0,Non Strata
1562,Ryde,760.0,791.0,396.0,2020-12-31,Greater Sydney,Middle Ring,Other,473.0,58.0,972.0,Strata
1563,Ryde,760.0,791.0,396.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,550.0,162.0,1595.0,Strata
1564,Ryde,760.0,791.0,396.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,430.0,1749.0,12807.0,Strata
1565,Strathfield,2620.0,2606.0,59.0,2020-12-31,Greater Sydney,Middle Ring,House,610.0,59.0,713.0,Non Strata
1566,Strathfield,656.0,949.0,194.0,2020-12-31,Greater Sydney,Middle Ring,Other,450.0,91.0,830.0,Strata
1567,Strathfield,656.0,949.0,194.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,560.0,20.0,218.0,Strata
1568,Strathfield,656.0,949.0,194.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,450.0,641.0,4741.0,Strata
1569,Willoughby,2639.0,2738.0,163.0,2020-12-31,Greater Sydney,Middle Ring,House,963.0,162.0,1758.0,Non Strata
1570,Willoughby,951.0,1025.0,134.0,2020-12-31,Greater Sydney,Middle Ring,Other,450.0,20.0,448.0,Strata
1571,Willoughby,951.0,1025.0,134.0,2020-12-31,Greater Sydney,Middle Ring,Townhouse,705.0,40.0,431.0,Strata
1572,Willoughby,951.0,1025.0,134.0,2020-12-31,Greater Sydney,Middle Ring,Flat/Unit,500.0,988.0,6927.0,Strata
1573,Blacktown,795.0,809.0,1168.0,2020-12-31,Greater Sydney,Outer Ring,House,470.0,1743.0,20867.0,Non Strata
1574,Blacktown,545.0,537.0,338.0,2020-12-31,Greater Sydney,Outer Ring,Other,360.0,210.0,3456.0,Strata
1575,Blacktown,545.0,537.0,338.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,450.0,274.0,3198.0,Strata
1576,Blacktown,545.0,537.0,338.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,380.0,673.0,5348.0,Strata
1577,Blue Mountains,720.0,753.0,439.0,2020-12-31,Greater Sydney,Outer Ring,House,470.0,257.0,3610.0,Non Strata
1578,Blue Mountains,515.0,516.0,20.0,2020-12-31,Greater Sydney,Outer Ring,Other,390.0,20.0,248.0,Strata
1579,Blue Mountains,515.0,516.0,20.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,425.0,20.0,295.0,Strata
1580,Blue Mountains,515.0,516.0,20.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,350.0,58.0,732.0,Strata
1581,Camden,785.0,818.0,524.0,2020-12-31,Greater Sydney,Outer Ring,House,540.0,628.0,6393.0,Non Strata
1582,Camden,613.0,609.0,34.0,2020-12-31,Greater Sydney,Outer Ring,Other,350.0,20.0,467.0,Strata
1583,Camden,613.0,609.0,34.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,460.0,42.0,332.0,Strata
1584,Camden,613.0,609.0,34.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,350.0,66.0,445.0,Strata
1585,Campbelltown,650.0,658.0,497.0,2020-12-31,Greater Sydney,Outer Ring,House,450.0,732.0,8765.0,Non Strata
1586,Campbelltown,440.0,449.0,99.0,2020-12-31,Greater Sydney,Outer Ring,Other,350.0,84.0,1764.0,Strata
1587,Campbelltown,440.0,449.0,99.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,390.0,119.0,1736.0,Strata
1588,Campbelltown,440.0,449.0,99.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,363.0,222.0,2154.0,Strata
1589,Central Coast,730.0,823.0,1683.0,2020-12-31,Greater Sydney,Outer Ring,House,470.0,1406.0,18898.0,Non Strata
1590,Central Coast,565.0,604.0,469.0,2020-12-31,Greater Sydney,Outer Ring,Other,315.0,114.0,2645.0,Strata
1591,Central Coast,565.0,604.0,469.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,450.0,257.0,3040.0,Strata
1592,Central Coast,565.0,604.0,469.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,370.0,619.0,7618.0,Strata
1593,Fairfield,815.0,851.0,387.0,2020-12-31,Greater Sydney,Outer Ring,House,470.0,468.0,7236.0,Non Strata
1594,Fairfield,436.0,683.0,131.0,2020-12-31,Greater Sydney,Outer Ring,Other,380.0,203.0,2863.0,Strata
1595,Fairfield,436.0,683.0,131.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,440.0,71.0,1674.0,Strata
1596,Fairfield,436.0,683.0,131.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,330.0,345.0,4739.0,Strata
1597,Hawkesbury,820.0,1003.0,267.0,2020-12-31,Greater Sydney,Outer Ring,House,495.0,217.0,2887.0,Non Strata
1598,Hawkesbury,505.0,480.0,40.0,2020-12-31,Greater Sydney,Outer Ring,Other,360.0,20.0,415.0,Strata
1599,Hawkesbury,505.0,480.0,40.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,430.0,37.0,555.0,Strata
1600,Hawkesbury,505.0,480.0,40.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,330.0,66.0,693.0,Strata
1601,Hornsby,1450.0,1481.0,403.0,2020-12-31,Greater Sydney,Outer Ring,House,680.0,330.0,3807.0,Non Strata
1602,Hornsby,695.0,750.0,185.0,2020-12-31,Greater Sydney,Outer Ring,Other,425.0,20.0,893.0,Strata
1603,Hornsby,695.0,750.0,185.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,613.0,74.0,799.0,Strata
1604,Hornsby,695.0,750.0,185.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,430.0,536.0,5182.0,Strata
1605,Liverpool,795.0,824.0,515.0,2020-12-31,Greater Sydney,Outer Ring,House,520.0,668.0,8758.0,Non Strata
1606,Liverpool,500.0,500.0,205.0,2020-12-31,Greater Sydney,Outer Ring,Other,360.0,155.0,2235.0,Strata
1607,Liverpool,500.0,500.0,205.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,495.0,108.0,1575.0,Strata
1608,Liverpool,500.0,500.0,205.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,370.0,654.0,6636.0,Strata
1609,Northern Beaches,2084.0,2337.0,732.0,2020-12-31,Greater Sydney,Outer Ring,House,1000.0,498.0,5542.0,Non Strata
1610,Northern Beaches,970.0,1124.0,618.0,2020-12-31,Greater Sydney,Outer Ring,Other,600.0,53.0,1505.0,Strata
1611,Northern Beaches,970.0,1124.0,618.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,825.0,99.0,1294.0,Strata
1612,Northern Beaches,970.0,1124.0,618.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,625.0,1585.0,16238.0,Strata
1613,Penrith,726.0,769.0,604.0,2020-12-31,Greater Sydney,Outer Ring,House,450.0,951.0,11991.0,Non Strata
1614,Penrith,518.0,509.0,298.0,2020-12-31,Greater Sydney,Outer Ring,Other,348.0,98.0,2134.0,Strata
1615,Penrith,518.0,509.0,298.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,410.0,257.0,2894.0,Strata
1616,Penrith,518.0,509.0,298.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,370.0,543.0,4948.0,Strata
1617,Sutherland Shire,1324.0,1422.0,628.0,2020-12-31,Greater Sydney,Outer Ring,House,700.0,328.0,4198.0,Non Strata
1618,Sutherland Shire,770.0,824.0,563.0,2020-12-31,Greater Sydney,Outer Ring,Other,500.0,34.0,1064.0,Strata
1619,Sutherland Shire,770.0,824.0,563.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,715.0,176.0,1918.0,Strata
1620,Sutherland Shire,770.0,824.0,563.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,480.0,923.0,9606.0,Strata
1621,The Hills Shire,1326.0,1369.0,702.0,2020-12-31,Greater Sydney,Outer Ring,House,650.0,636.0,6496.0,Non Strata
1622,The Hills Shire,830.0,832.0,213.0,2020-12-31,Greater Sydney,Outer Ring,Other,430.0,43.0,725.0,Strata
1623,The Hills Shire,830.0,832.0,213.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,570.0,93.0,1214.0,Strata
1624,The Hills Shire,830.0,832.0,213.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,510.0,430.0,2751.0,Strata
1625,Wollondilly,767.0,838.0,224.0,2020-12-31,Greater Sydney,Outer Ring,House,450.0,157.0,1867.0,Non Strata
1626,Wollondilly,545.0,,5.0,2020-12-31,Greater Sydney,Outer Ring,Other,375.0,20.0,206.0,Strata
1627,Wollondilly,545.0,,5.0,2020-12-31,Greater Sydney,Outer Ring,Townhouse,450.0,5.0,80.0,Strata
1628,Wollondilly,545.0,,5.0,2020-12-31,Greater Sydney,Outer Ring,Flat/Unit,320.0,20.0,233.0,Strata
1629,Inner West,1798.0,1884.0,410.0,2021-03-31,Greater Sydney,Inner Ring,House,760.0,932.0,7163.0,Non Strata
1630,Inner West,770.0,848.0,375.0,2021-03-31,Greater Sydney,Inner Ring,Other,370.0,122.0,3304.0,Strata
1631,Inner West,770.0,848.0,375.0,2021-03-31,Greater Sydney,Inner Ring,Townhouse,700.0,242.0,2405.0,Strata
1632,Inner West,770.0,848.0,375.0,2021-03-31,Greater Sydney,Inner Ring,Flat/Unit,450.0,2499.0,18774.0,Strata
1633,Lane Cove,2950.0,3089.0,55.0,2021-03-31,Greater Sydney,Inner Ring,House,950.0,85.0,754.0,Non Strata
1634,Lane Cove,773.0,861.0,144.0,2021-03-31,Greater Sydney,Inner Ring,Other,360.0,5.0,177.0,Strata
1635,Lane Cove,773.0,861.0,144.0,2021-03-31,Greater Sydney,Inner Ring,Townhouse,720.0,20.0,229.0,Strata
1636,Lane Cove,773.0,861.0,144.0,2021-03-31,Greater Sydney,Inner Ring,Flat/Unit,500.0,634.0,4376.0,Strata
1637,Mosman,4750.0,5059.0,60.0,2021-03-31,Greater Sydney,Inner Ring,House,1500.0,75.0,516.0,Non Strata
1638,Mosman,1120.0,1378.0,85.0,2021-03-31,Greater Sydney,Inner Ring,Other,360.0,5.0,225.0,Strata
1639,Mosman,1120.0,1378.0,85.0,2021-03-31,Greater Sydney,Inner Ring,Townhouse,1150.0,20.0,187.0,Strata
1640,Mosman,1120.0,1378.0,85.0,2021-03-31,Greater Sydney,Inner Ring,Flat/Unit,555.0,337.0,3116.0,Strata
